"","hypo.12h.H.2","hypo.8h.M.1","norm.control.U.1","hypo.4h.U.2","hypo.8h.M.2","hypo.8h.H.1","norm.control.M.3","hypo.4h.U.3","hypo.8h.H.3","hypo.4h.M.3","hypo.12h.H.1","hypo.4h.M.1","hypo.4h.M.2","norm.control.M.1","hypo.12h.U.3","norm.control.U.3","hypo.8h.H.2","hypo.4h.H.2","hypo.12h.U.1","hypo.4h.U.1","hypo.8h.U.2","hypo.8h.U.1","norm.control.H.1","norm.control.U.2","norm.control.H.3","hypo.12h.M.1","hypo.8h.M.3","hypo.4h.H.3","hypo.12h.U.2","hypo.12h.M.3","hypo.12h.H.3","norm.control.H.2","norm.control.M.2","hypo.4h.H.1","hypo.12h.M.2","hypo.8h.U.3","symbol"
"1",7.77098008607427,7.98474856277599,7.19854543488724,6.80669378559476,7.98857439872279,7.08094671662114,7.85053008899806,6.97523171609254,6.89880310952098,8.13626185804496,7.97204042077357,8.20571091246525,8.11783181665643,8.48267827823239,6.8770847722526,6.94929865637546,8.02412261358264,7.22726899692733,6.81481006187445,6.84827051789999,7.0477014089759,6.95322126501207,8.34395723098541,7.14950103354465,8.04580539334501,7.5419549090707,7.84539717475241,7.30539459453209,6.65955778679938,8.11306486886536,7.99719049035625,7.39475974882819,8.04532237986068,7.54850902745381,7.89006034032508,7.07646526242832,"VHL"
"2",5.26405143601914,8.92082331640317,8.35555789048196,7.41031455480615,8.68312961230579,5.06380817056428,8.37092101826548,7.39480615840023,5.11649283561915,9.00070195340828,5.58261929277843,8.78410433423847,8.82424178728195,8.89200594299597,7.32704340331077,7.39842385484373,5.87910412636199,5.4842609949435,7.43557681490445,7.60506636128393,7.56037839136024,7.70231928734581,6.03032147200942,7.97639803078603,5.76033375096839,8.67612521406722,8.73357931707039,4.84451627595622,7.476536153666,8.24380901199006,5.60620859332072,4.90808276374714,8.58603620039393,5.21503003713718,8.61375751766446,7.75353190690202,"BAD"
"3",10.4516633774419,8.51145593980076,8.45270305416462,8.11652215647157,7.74285649446518,10.2755404166884,7.68165020485637,8.15217953633262,10.3429483151022,8.57175468259095,10.4895223899437,7.12291532350321,7.40478217776689,8.46040930486521,8.31699692639274,7.89668725274467,11.225273187061,10.3761015049904,8.2311268779292,8.36075256748865,8.36108006227229,8.64145749028516,8.22482952312567,8.64811781486296,7.66413148743888,8.14826152409583,7.64607275077756,10.5401616615096,8.4926730348691,8.23374348897583,10.9072677132099,6.84592535279413,6.86315870882476,10.351712897253,6.74831235483419,8.46921717584149,"MCL1"
"4",11.1140162423121,9.3908171599039,11.9634191797828,11.2883810158997,9.16710559854005,10.4867128305289,8.80766133875935,11.4110424550331,10.6438925686528,9.34572207253723,11.0154587561971,9.1688301438572,9.1594899873225,9.21750009309444,10.981576759336,11.3717620202405,11.3966631662646,10.3499129513973,11.0360478357573,11.350236698086,11.4196095274628,11.4866487295762,10.1927495870626,11.6932364569618,10.0862493895368,9.00174625284023,9.06684872893145,10.2687444507857,11.0193291657554,8.48601093339927,11.2179625942613,9.47907230085716,9.06937644897962,10.2890190179535,9.02943203150177,11.4071450495453,"EPAS1"
"5",4.54822299536976,5.13725800895449,4.76831303538044,4.35882156806909,5.29670927736125,4.16169920706521,4.96254395960086,4.05442325845327,3.95558042495327,5.71436294058821,4.92440378770082,5.39271410738427,5.40409860382104,5.80874390169892,4.86487496779305,4.19224274349572,4.93824704268316,4.41807493092987,4.13875251979826,4.19151529952581,4.55331993621985,4.21502839583833,4.43547287570038,4.77395680858402,4.48694883249076,5.45267530214188,5.17387540372835,4.09586751771978,4.38429478309091,5.69779137299099,4.86501510856302,3.9625017031328,5.18752893544309,4.42417593350828,5.03449615940943,4.82645549822492,"CCND2"
"6",10.9152108584441,11.2298100851683,12.5182694614263,11.6746788413055,11.1206157762096,10.5857458302254,12.3390723400994,11.77247692241,10.5672708635172,12.1681712726387,10.9262321245907,12.1720709784238,12.063906275039,12.6923145103871,11.3624363891099,11.8786031009145,11.4853810920564,10.567952210103,11.5152717927714,11.7918675859409,11.6860389149872,11.8306827262198,10.8056193531047,12.1396015309032,10.6910844158501,10.6153109752173,10.8726016997419,10.623735775414,11.487420027392,10.7184270765459,11.0957324547395,10.0963471439702,12.6446664211306,10.6639848726599,10.8303610757242,11.7837632106285,"HIF1A"
"7",4.68349607073313,5.04571337905127,4.29586301887952,3.97265398763331,5.07685077573726,4.28082416657717,4.93995877762922,3.93154478255151,4.19066356944699,5.2198669538373,4.64263486941215,5.02934956395236,5.21681209931251,4.99974156065611,4.1023868956197,4.13936566294155,4.69845901025521,4.4692846272606,4.16567199925741,3.83863717688142,4.0887222043,4.09454020782901,4.63487007580857,4.35760168533618,4.52858410990238,4.89016999080548,4.85634202304437,4.40645111957079,4.19152409984189,5.04571669422094,4.98978780075052,4.1802564023374,5.14358166379225,4.57323127349919,4.96910041564885,4.54994366733737,"CDH1"
"8",7.72200290768524,13.1267098746446,7.80832498614878,6.09069582556848,12.9798435123204,7.41642767734096,12.7478303064514,6.27120573416613,7.68258908011616,13.0222147134879,7.82448482017916,13.0533467294519,13.0164983878062,13.1471815527918,6.22702641326611,7.20269960802484,8.67535482242181,8.35494460728592,6.74534209057067,6.61667957336122,6.61086326275556,6.69557565122291,5.33033466460902,7.55066819549028,5.37220795682259,12.8921048217908,13.018692764014,8.2366539433153,6.64864634942335,13.1675260577306,8.27542280086158,4.63372887807698,12.8915564608498,8.34654307627052,13.0275193648728,7.19779856863951,"CCN1"
"9",7.45159701769617,9.94591546269178,6.76310494234244,5.8379340066351,9.66028830871994,6.80781625353458,9.20843980650035,5.84054754367032,7.07492634529295,9.82876385099969,7.57497586666192,9.41594452750902,9.63733525278263,9.67208611042222,6.15138604746877,6.00198695516276,7.87103725241134,7.35109329325086,5.66284657931332,5.89682059372351,6.23255920816805,6.2586489545625,7.95360904706387,6.6464926959001,7.60917368695623,9.71017631695768,9.49700611679315,7.21042355498478,5.79839206865604,9.64145339454078,8.03025997065023,6.66363575936232,9.62097680695493,7.34519014772747,9.61240729176445,6.41424973073751,"TP53"
"10",12.0016595170666,13.2651737158239,12.3666037794398,11.8707765640071,13.0945850764758,11.0832320342441,12.1572360595563,11.991339626912,11.3425308945311,12.9745256734869,11.9116449712401,12.7557905419835,12.7963491298785,12.4522679591075,12.341219410779,11.9190673099,11.7897934336967,10.6205305023028,12.2454407916943,12.1194050210115,12.4166571885092,12.4160548057998,10.0454566909612,12.1659570649756,10.1459486399505,13.1587672261052,13.1230762687868,10.3638340348916,12.3470255564521,13.1443266195244,12.1073812005341,9.41686922596783,12.2154716100885,10.6311803932733,13.1472978083775,12.408947891409,"BNIP3"
"11",6.74351399263064,8.20912575066395,7.13640275638055,6.09892836117768,8.05813682191996,5.892510395975,7.20030159223757,6.2807770718171,6.1798974651749,8.27423331617733,6.88732126473294,8.02514928350237,7.92363571191028,7.99406992711404,6.35667205446559,6.3979453665814,7.45309928771155,6.57495878155103,6.30533755582768,6.38458847205781,6.74959536775929,6.61432476957716,7.00436346866327,6.74331219510208,6.62250985808849,7.5851666487784,7.92245137740531,6.46391766911644,6.31218660361686,7.86729513298411,7.03663312219901,5.68177804625834,7.83916087580251,6.85868438049388,7.87879084758559,6.65227381397666,"EP300"
"12",10.7819766979065,11.3359868279153,9.82102600818213,8.6150099368419,11.1157819251458,10.3439435740157,10.3390183608491,8.54595022662017,10.5381393027566,11.1740637676381,10.7281357636979,10.8380649924898,10.8747708146723,10.8196387904001,8.50483332407243,9.12529164362148,11.3557716325832,11.606860759807,8.56083687014727,8.65724149063864,8.6229013549027,8.86172798561189,10.5417530743454,9.50206564757867,10.4762437202189,11.0811559035074,10.9729931885408,11.5816836731009,8.56777719484145,10.7835961917748,11.0368764717175,9.63378908363403,10.5607041494171,11.522524774072,10.7880791850037,8.83048719087494,"MYC"
"13",9.30942521760785,10.8073423607412,10.3453282943003,9.59678464399518,10.6424587964769,8.52045950896514,10.584554980264,9.68211549129104,8.79380516964688,10.7238198358526,9.28121179516821,10.7770199060711,10.8418179096216,10.8042122140466,9.48338166517346,9.75193783673046,9.59725721632955,9.21786276838899,9.47002080651668,9.75784277979231,9.73668763692593,9.84287749376418,9.73606994754912,9.93387678018962,9.70565476797355,10.4589546143522,10.4679365436717,8.89624453965169,9.45574350562313,10.1711417604684,9.51705764323673,9.12935506590362,10.8317015117207,9.29014203935508,10.5229443695378,9.66826382533487,"CCNB2"
"14",7.53314178887922,9.06954444231197,8.76989527831847,8.05261476884563,8.9957883669585,6.99984577545251,8.83364938896774,8.13484252520308,6.94305272527676,9.20575495568241,7.76960938087937,8.97136545503131,9.16654426076701,9.2132730283458,7.93666758492278,8.14283270140906,7.87212164153697,7.34224560770949,7.77683921336386,7.96056539222609,8.24526185742831,8.3292090826915,7.92373443473957,8.73402034056195,7.80949617859865,8.88600717582499,8.96795174999536,7.19464119844541,7.84114278972642,8.70968384535291,7.95035859551939,6.87343792862823,9.05426837863927,7.26626427580267,8.95500349514654,8.20083189164049,"E2F1"
"15",8.45865748688615,11.0836887459426,10.4082263974593,9.5494660604012,10.8618201740075,8.1002730884503,11.0106364464661,9.49558835432297,8.38182840280645,11.2584110846661,8.40801346241996,11.08988310543,11.1515251788815,11.2058106087381,9.12844375577668,9.82935159981711,9.09154305904613,9.00878217811608,9.19547075760344,9.71270944666994,9.41268008972654,9.61373814616241,9.6033258952177,10.060951951304,9.45329729276016,10.6981983576145,10.7230216606155,8.74938482135505,9.23072009329809,10.4342917896037,8.78368212734578,8.87712080030593,11.2676455858108,8.96741759062892,10.6608664240881,9.62078728525888,"CDC20"
"16",9.24949725258874,11.8686435743233,11.7484663504402,11.1056128528031,11.6585729945489,8.68283247705236,11.4259048905497,11.053351442456,8.86252980753415,11.7990708567317,9.24686747264162,11.721652199057,11.7407876011032,11.7431499208776,10.7208208149459,11.2224307680071,9.67671134756538,9.46254035570265,10.8944441121083,11.1753695939428,11.2514844960718,11.2127770408676,10.0102057311035,11.4277727357496,9.85837026866394,11.6525568617987,11.5250240967731,9.33971570962526,10.8695644834984,11.3974302456003,9.51277176017799,9.19122573507653,11.6735140293146,9.56159414832665,11.5897524710547,11.2346550066292,"UBE2C"
"17",7.29583528371616,9.77981876033743,7.94344817132974,6.89644312770049,9.52107863600698,6.23405049993112,8.63276765532057,7.18521525227807,6.58682648172423,9.66327028861125,6.97920082615625,9.26325857627147,9.40045652846547,9.26705414770786,6.68733231896267,6.62382318656472,7.71353064764782,6.58811553214171,6.74076398426658,7.22847270354364,7.37705498380533,7.68170740988473,7.18127500977487,7.53909025176871,6.62620434621572,8.93760755189596,9.16994313978129,5.88195632091968,6.825950293076,9.43560867287382,7.34350348865412,5.71257707122211,9.15065056422344,6.49170740807789,9.29759567448044,7.32375919841502,"RB1"
"18",9.64713274068237,10.7300955706611,10.213763066641,9.56108126568189,10.5171969368162,9.30076728818084,10.5520250278345,9.583832642656,9.40091075843842,10.7974875410611,9.60974120002864,10.427138080083,10.5898743911191,10.9313117593864,9.18679006871693,9.5699740731339,10.2019738184725,9.8970919921229,9.0982222107431,9.62415979630106,9.47338413708941,9.66226978131609,10.4829464163611,10.0798241826621,10.342310921026,10.3239597113063,10.4150705007326,9.72962673943359,9.17054363767697,10.2826962459937,9.92288426685358,9.77843304997791,10.726391463047,9.9401705321361,10.1570391186159,9.61060531799474,"CCNA2"
"19",6.11307707791368,6.73319825758028,5.63025212000878,5.73566392231708,6.91968342551905,5.28123461794972,6.24947778743909,5.3281143327379,5.64976402032646,6.72261684934608,5.962393903794,6.6403100362959,6.66502330427291,7.3238358612533,5.67567360094113,5.65796360012354,6.11518365264805,5.84056108426935,5.44376961456819,5.40979845828066,5.37093293802821,5.62657946818011,6.19770066161724,5.89507947286758,5.6852717487171,6.50674195223671,6.54727875428334,5.56409228515543,5.50165441907262,7.31910110485112,6.39645977306308,5.38838146213991,6.82259504027485,6.15362451587191,6.76314018143961,5.76010109449485,"BCL2"
"20",10.5197559535353,5.10677010707132,4.37664753976532,4.31451256260992,4.96794771876284,10.8264587618101,5.01945746643636,4.06904484665112,10.7754553302688,5.40953583721179,11.0380260189311,5.27624806233756,5.22400294177064,5.52745151352154,4.302299992204,4.06348696060752,11.6316734833122,11.4927549225987,3.9193778881805,3.95575458802628,4.07848647703843,3.96891109096114,11.4933715148242,4.31973871731977,10.9732105147751,4.79988663093806,4.86622099642313,11.3472561162624,4.01974471103918,5.2757677932987,11.3682334505499,10.3452946050341,5.5666341814032,11.5073204212701,4.88514730661732,4.4081230297781,"HLF"
